,Numero Contratti,Volume Ultimo,Volume totale,Prezzo ufficiale,Rendimento effettivo a scadenza netto,Rendimento effettivo a scadenza lordo,Duration modificata,Scadenza,Tasso Cedola su base Annua,anni_scadenza,median_monthly_volume_million,min_monthly_volume_million,max_monthly_volume_million,ratings
BE0000335449,1.0,180000.0,180000.0,91.0,2.56,2.7,5.55,2031-06-22,1.0,5.86,0.4,0.21,0.95,39
PTOTECOE0037,21.0,2000.0,362800.0,52.66667,3.71,3.89,21.02,2052-04-12,1.0,26.68,0.4,0.08,1.75,39
IT0005655136,0.0,0.0,0.0,99.8375,2.29,3.15,6.81,2033-06-17,3.25,7.85,0.4,0.1,0.59,39
EU000A3LX098,0.0,0.0,0.0,101.2,2.27,2.63,5.47,2031-10-15,2.875,6.17,0.4,0.04,0.99,39
AT0000383864,0.0,0.0,0.0,107.84644,1.3,2.03,1.82,2027-07-15,6.25,1.92,0.4,0.17,1.58,39
EU000A1G6TV9,0.0,0.0,0.0,101.89667,1.79,2.14,2.51,2028-04-04,2.875,2.64,0.39,0.0,6.5,38
ES0000012J07,0.0,0.0,0.0,65.8,3.64,3.8,14.73,2042-07-30,1.0,16.97,0.39,0.12,0.96,38
DE0001135143,1.0,646.0,646.0,116.7,1.5,2.2,3.81,2030-01-04,6.25,4.39,0.39,0.21,0.96,38
BE0000345547,0.0,0.0,0.0,96.35703,2.09,2.2,2.77,2028-06-22,0.8,2.86,0.39,0.08,1.24,38
EU000A4ECKZ8,3.0,52000.0,105000.0,99.30385,2.63,2.99,8.42,2035-06-18,2.875,9.85,0.39,0.29,1.37,38
BE0000350596,1.0,13388.0,13388.0,63.0,3.62,3.69,13.8,2040-06-22,0.4,14.87,0.39,0.17,0.84,38
NL00150012X2,0.0,0.0,0.0,75.7737,3.11,3.43,19.73,2054-01-15,2.0,28.44,0.39,0.02,0.69,38
PTOTEKOE0011,0.0,0.0,0.0,100.104,1.68,2.03,0.17,2025-10-15,2.875,0.17,0.39,0.06,1.0,38
EU000A3K4DA4,0.0,0.0,0.0,98.06,1.93,1.97,1.16,2026-10-22,0.25,1.19,0.39,0.01,1.0,38
PTOTEVOE0018,0.0,0.0,0.0,100.085,1.82,2.09,2.99,2028-10-17,2.125,3.18,0.38,0.03,0.82,37
NL0015614579,0.0,0.0,0.0,42.1,3.36,3.36,25.58,2052-01-15,,26.44,0.38,0.07,1.16,37
IT0005631632,0.0,0.0,0.0,101.99,2.18,3.01,0.97,2035-01-15,5.75,9.43,0.38,0.05,9.24,37
XS1500338618,0.0,0.0,0.0,73.99086,3.07,3.16,11.43,2037-11-13,0.5,12.26,0.37,0.14,1.61,37
PTOTEXOE0024,0.0,0.0,0.0,99.25,1.97,2.21,3.64,2029-06-15,1.95,3.84,0.37,0.1,0.85,37
PTOTESOE0021,0.0,0.0,0.0,99.11,2.67,3.04,7.77,2034-10-20,2.875,9.19,0.36,0.1,2.6,37
FI4000306758,1.0,5000.0,5000.0,86.04366,2.83,3.0,8.01,2034-04-15,1.125,8.67,0.36,0.08,2.13,37
DE000BU22080,0.0,0.0,0.0,100.45,1.65,1.93,1.52,2027-03-11,2.2,1.57,0.36,0.03,0.66,37
NL0015001DQ7,0.0,0.0,0.0,100.71,2.03,2.34,4.09,2030-01-15,2.5,4.42,0.36,0.13,1.47,37
FR001400AQH0,0.0,0.0,0.0,83.24829,3.27,3.58,9.32,2038-07-25,0.1,12.95,0.35,0.05,1.07,37
XS1720194981,1.0,10000.0,10000.0,98.5384,2.11,2.63,0.97,2027-11-24,2.0,2.28,0.35,0.14,0.69,37
EU000A3L72Y4,0.0,0.0,0.0,99.89077,2.58,2.95,8.02,2035-01-15,2.875,9.43,0.34,0.05,0.7,36
BE0000347568,1.0,10000.0,10000.0,94.6,2.25,2.37,3.71,2029-06-22,0.9,3.86,0.34,0.08,1.05,36
BE0000349580,2.0,10359.0,20359.0,89.08,2.53,2.55,4.73,2030-06-22,0.1,4.86,0.34,0.16,1.38,36
PTOTETOE0012,0.0,0.0,0.0,100.88261,1.57,1.93,0.92,2026-07-21,2.875,0.93,0.34,0.03,5.68,36
FI4000348727,0.0,0.0,0.0,94.92,2.16,2.24,2.99,2028-09-15,0.5,3.09,0.34,0.18,0.94,36
FI4000046545,2.0,50000.0,51000.0,89.83667,3.13,3.49,13.15,2042-07-04,2.625,16.9,0.34,0.06,0.57,36
XS0752034206,0.0,0.0,0.0,103.66,2.98,3.43,12.21,2042-03-14,3.625,16.59,0.34,0.16,0.66,36
GR0138014809,3.0,4163.0,6240.0,99.26,3.82,4.36,11.42,2042-02-24,4.3,16.54,0.34,0.01,0.62,36
XS2536817484,0.0,0.0,0.0,110.05,2.71,3.27,7.22,2034-09-23,4.625,9.12,0.34,0.02,0.84,36
XS2161992198,0.0,0.0,0.0,99.709,1.67,1.82,0.7,2026-04-28,1.125,0.7,0.33,0.07,0.6,35
ES00000121S7,0.0,0.0,0.0,111.52,3.19,3.74,11.39,2041-07-30,4.7,15.97,0.33,0.0,1.93,35
EU000A284469,0.0,0.0,0.0,45.6,3.61,3.67,22.77,2050-11-04,0.3,25.24,0.33,0.07,1.23,35
XS1753042743,0.0,0.0,0.0,68.27,3.38,3.62,17.82,2048-10-16,1.5,23.19,0.33,0.01,0.96,35
ES0000012I32,3.0,7000.0,20000.0,87.86,2.67,2.75,5.94,2031-10-31,0.5,6.22,0.33,0.11,1.13,35
PTOTEYOE0031,2.0,576.0,54576.0,93.61,2.52,2.74,6.4,2032-07-16,1.65,6.93,0.33,0.08,1.88,35
XS2975276143,0.0,0.0,0.0,101.6,2.94,3.39,7.75,2035-01-16,3.625,9.43,0.32,0.02,0.77,35
FI4000587415,0.0,0.0,0.0,99.3081,2.73,3.11,8.52,2035-09-15,3.0,10.09,0.32,0.23,0.37,35
IT0005599110,0.0,0.0,0.0,100.135,2.37,3.23,0.24,2034-06-12,3.1264,8.83,0.32,0.15,1.0,35
IE00BV8C9418,1.0,11849.0,11849.0,99.40486,1.79,1.93,0.74,2026-05-15,1.0,0.75,0.31,0.1,0.7,34
ES00000120N0,0.0,0.0,0.0,114.98,3.12,3.69,10.81,2040-07-30,4.9,14.97,0.31,0.09,1.95,34
XS1382784509,0.0,0.0,0.0,99.57,1.76,2.09,0.6,2026-03-23,1.25,0.61,0.31,0.16,0.59,34
XS3037093716,0.0,0.0,0.0,99.125,2.05,2.32,4.4,2030-04-25,2.0,4.7,0.31,0.09,0.65,34
IT0001205589,0.0,0.0,0.0,93.51,1.34,2.55,2.45,2028-02-18,,2.52,0.31,0.14,0.6,34
ES00000128S2,0.0,0.0,0.0,100.34,0.79,2.25,1.67,2027-11-30,0.65,2.3,0.3,0.01,0.9,34
XS2209794408,1.0,10000.0,10000.0,93.82,2.18,2.18,3.02,2028-09-15,,3.09,0.3,0.14,1.21,34
BE0000354630,0.0,0.0,0.0,84.75,2.82,2.87,6.59,2032-06-22,0.35,6.86,0.3,0.09,0.6,34
PTOTE3OE0025,4.0,249.0,10499.0,95.36269,3.51,3.98,17.2,2054-06-12,3.625,28.85,0.3,0.02,0.91,34
EU000A1G0EE0,2.0,24000.0,25000.0,90.9,2.36,2.36,4.08,2029-10-17,0.05,4.18,0.3,0.04,0.8,34
XS2102495673,0.0,0.0,0.0,90.47632,2.42,2.42,4.32,2030-01-16,0.05,4.43,0.3,0.07,1.0,34
FI4000441878,1.0,10000.0,10000.0,88.49,2.53,2.53,4.97,2030-09-15,,5.09,0.29,0.09,1.78,33
EU000A2SCAS8,2.0,8000.0,15000.0,99.83,2.61,2.98,8.05,2035-01-29,2.875,9.47,0.29,0.14,0.56,33
BE0000341504,0.0,0.0,0.0,97.70081,1.93,2.03,1.81,2027-06-22,0.8,1.85,0.29,0.03,0.84,33
FI4000197959,1.0,1000.0,1000.0,98.85,1.9,1.96,0.66,2026-04-15,0.5,0.67,0.29,0.02,0.66,33
IT0005631657,0.0,0.0,0.0,100.29667,2.34,3.19,0.24,2035-01-15,3.2416,9.43,0.29,0.04,2.96,33
BE0000324336,0.0,0.0,0.0,101.559,1.42,1.96,0.62,2026-03-28,4.5,0.62,0.29,0.02,1.06,33
DE0001135044,5.0,1000.0,14000.0,108.46921,1.13,1.89,1.8,2027-07-04,6.5,1.89,0.29,0.07,0.78,33
DE000BU2Z056,1.0,200000.0,200000.0,98.9,2.41,2.74,8.68,2035-08-15,2.6,10.01,0.28,0.24,0.33,33
EU000A2SCAC2,0.0,0.0,0.0,98.27,2.41,2.72,6.21,2032-06-21,2.375,6.86,0.28,0.06,0.58,33
FR0000571218,0.0,0.0,0.0,110.97,1.82,2.46,3.33,2029-04-25,5.5,3.7,0.28,0.03,3.01,33
XS0233286078,0.0,0.0,0.0,99.9388,1.63,1.68,0.26,2025-11-18,0.41,0.26,0.28,0.01,0.7,33
BE0000355645,0.0,0.0,0.0,55.94444,3.86,4.11,20.35,2053-06-22,1.4,27.87,0.28,0.08,0.55,33
EU000A3K4DM9,0.0,0.0,0.0,82.90684,3.43,3.8,15.78,2048-02-04,2.625,22.49,0.27,0.02,3.13,32
XS1998930926,0.0,0.0,0.0,93.17,2.2,2.24,3.67,2029-05-21,0.25,3.77,0.27,0.06,0.65,32
EU000A3KT6A3,0.0,0.0,0.0,86.6525,2.58,2.58,5.55,2031-04-22,,5.69,0.27,0.06,0.98,32
XS2978479298,0.0,0.0,0.0,102.07,2.58,2.95,8.0,2035-01-16,2.95,9.43,0.27,0.02,0.51,32
EU000A3K4C42,0.0,0.0,0.0,73.8,3.17,3.24,10.81,2037-02-04,0.4,11.48,0.27,0.01,1.15,32
IT0005596637,2.0,3000.0,8000.0,99.43711,2.6,3.41,9.57,2037-05-22,7.2,11.78,0.27,0.06,0.6,32
XS1561100600,0.0,0.0,0.0,98.36667,2.24,2.79,0.97,2027-04-20,2.236,1.68,0.26,0.06,0.7,31
FI4000523238,0.0,0.0,0.0,92.18,2.62,2.82,6.48,2032-09-15,1.5,7.09,0.26,0.08,1.44,31
XS1768650167,3.0,4000.0,10000.0,99.724,1.97,2.53,0.98,2028-03-07,2.504,2.56,0.26,0.01,0.7,31
AT0000A0DXC2,0.0,0.0,0.0,102.0,1.24,1.82,0.58,2026-03-15,4.85,0.58,0.26,0.0,1.13,31
AT0000A1K9F1,2.0,4000.0,8000.0,69.92286,3.38,3.61,16.99,2047-02-20,1.5,21.53,0.26,0.04,1.29,31
FI4000037635,0.0,0.0,0.0,101.62,1.81,2.15,2.75,2028-07-04,2.75,2.89,0.26,0.03,0.62,31
DE0001135176,1.0,311.0,311.0,115.9,1.7,2.33,4.63,2031-01-04,5.5,5.39,0.26,0.12,0.84,31
EU000A3K4ED6,0.0,0.0,0.0,103.51,1.83,2.2,3.02,2028-11-15,3.0,3.26,0.26,0.04,0.84,31
BE0000364738,0.0,0.0,0.0,96.36,3.35,3.79,12.43,2042-06-22,3.45,16.87,0.25,0.03,0.57,30
XS1766612672,3.0,7000.0,33000.0,99.19585,1.58,1.72,0.96,2026-08-07,1.125,0.98,0.25,0.08,0.36,30
EU000A1G0DT0,0.0,0.0,0.0,89.04,2.69,2.86,7.21,2033-05-24,1.25,7.78,0.25,0.08,0.88,30
XS2887897200,0.0,0.0,0.0,100.35,2.25,2.58,5.39,2031-08-28,2.6,6.04,0.25,0.02,0.59,30
IE00BJ38CR43,5.0,9835.0,28835.0,100.12,2.1,2.4,4.42,2030-05-15,2.4,4.75,0.25,0.07,0.54,30
EU000A18Z2D4,0.0,0.0,0.0,91.28,2.43,2.54,5.39,2031-04-04,0.75,5.64,0.25,0.06,1.03,30
EU000A1Z99R5,0.0,0.0,0.0,102.44,1.73,2.1,2.45,2028-03-15,3.0,2.59,0.25,0.0,0.59,30
FI4000546528,1.0,3000.0,3000.0,94.77,2.96,3.32,10.36,2038-04-15,2.75,12.68,0.24,0.08,0.94,30
IT0006596701,0.0,0.0,0.0,106.002,-41.83,-41.78,0.16,2025-10-07,0.315,0.15,0.24,0.0,1.2,30
NL0000102317,2.0,71.0,3000.0,108.19667,1.39,2.03,2.24,2028-01-15,5.5,2.42,0.24,0.04,0.42,30
XS1209947271,0.0,0.0,0.0,98.10769,1.9,2.02,1.69,2027-05-10,0.875,1.74,0.24,0.04,0.58,30
XS1887498282,4.0,10000.0,100000.0,99.86829,2.59,2.76,0.19,2025-10-22,1.25,0.19,0.24,0.03,0.4,30
EU000A1G0DV6,0.0,0.0,0.0,,,,,,,,0.24,0.02,0.56,30
FI4000566294,0.0,0.0,0.0,88.1,3.34,3.75,18.44,2055-04-15,2.95,29.69,0.24,0.02,2.1,30
FI4000278551,1.0,20000.0,20000.0,96.9,2.01,2.08,2.03,2027-09-15,0.5,2.09,0.24,0.06,0.58,30
BE0000365743,0.0,0.0,0.0,100.04705,2.29,2.62,4.77,2030-10-22,2.6,5.19,0.24,0.06,0.73,30
PTOTE4OE0008,0.0,0.0,0.0,97.93265,3.16,3.6,11.36,2040-06-15,3.375,14.85,0.24,0.1,0.43,30
XS2746102479,0.0,0.0,0.0,102.16,2.84,3.29,7.04,2034-01-11,3.625,8.42,0.23,0.0,0.9,29
XS1610658467,0.0,0.0,0.0,88.8595,2.87,3.15,5.93,2031-12-17,1.0,6.35,0.23,0.04,0.4,29
EU000A4EBBP0,3.0,10000.0,20000.0,100.28333,1.92,2.2,2.87,2028-08-14,2.25,3.0,0.23,0.0,1.14,29
XS2567540294,0.0,0.0,0.0,98.0,2.33,3.1,0.97,2033-10-24,7.4,8.2,0.22,0.0,0.46,29
IE000LQ7YWY4,0.0,0.0,0.0,97.20857,2.65,2.99,7.86,2034-10-18,2.6,9.18,0.22,0.02,0.76,29
XS2979761926,2.0,5000.0,15000.0,97.14,3.44,3.91,10.81,2040-01-28,3.625,14.47,0.22,0.03,1.54,29
ES0000012O18,3.0,10000.0,20000.0,97.0985,3.05,3.44,7.66,2036-11-30,1.15,11.3,0.22,0.04,0.49,29
ES0000012411,0.0,0.0,0.0,118.35,2.19,2.85,5.85,2032-07-30,5.75,6.96,0.22,0.0,1.22,29
PTOTEPOE0032,0.0,0.0,0.0,69.11396,3.51,3.69,14.28,2042-04-11,1.15,16.67,0.22,0.0,0.62,29
BE0000344532,1.0,30000.0,30000.0,81.68,3.23,3.44,10.47,2037-06-22,1.45,11.86,0.22,0.06,0.43,29
XS3124345631,1.0,6000.0,6000.0,98.9945,3.05,3.49,8.29,2035-07-18,3.375,9.93,0.21,0.14,0.27,28
XS2287879733,4.0,1000.0,333000.0,58.84182,3.45,3.45,15.22,2041-05-15,0.01,15.76,0.21,0.04,0.85,28
XS2189259018,4.0,10000.0,167000.0,63.79,3.35,3.39,14.02,2040-06-15,0.25,14.85,0.21,0.09,0.73,28
NL0015002F72,0.0,0.0,0.0,96.94,2.56,2.9,8.62,2035-07-15,2.5,9.92,0.21,0.1,0.6,28
DE0001135069,1.0,9000.0,9000.0,109.47667,1.3,1.96,2.2,2028-01-04,5.625,2.39,0.21,0.02,2.88,28
XS1561083673,0.0,0.0,0.0,99.04,1.95,2.48,0.98,2027-08-24,3.5,2.03,0.21,0.04,0.59,28
PTOTEMOE0035,1.0,3000.0,3000.0,97.42,1.9,1.99,2.11,2027-10-15,0.7,2.17,0.21,0.02,0.53,28
AT0000A04967,0.0,0.0,0.0,110.19,2.69,3.18,9.11,2037-03-15,4.15,11.59,0.2,0.02,0.74,27
DE0001030575,1.0,9000.0,9000.0,79.34889,2.83,3.15,14.86,2046-04-15,0.1,20.68,0.2,0.03,1.31,27
GR0138015814,2.0,15000.0,35000.0,104.9988,3.28,3.85,11.61,2042-01-30,4.2,16.47,0.2,0.09,0.52,27
AT0000A0U299,0.0,0.0,0.0,101.74,3.28,3.75,19.26,2062-01-26,3.8,36.48,0.2,0.13,1.2,27
NL0014555419,2.0,20000.0,30000.0,89.5,2.39,2.39,4.81,2030-07-15,,4.92,0.2,0.03,1.31,27
IT0005640260,0.0,0.0,0.0,101.44,2.9,3.98,4.03,2035-09-18,4.25,10.1,0.2,0.0,0.81,27
IE00BKFVC568,0.0,0.0,0.0,97.1,1.89,1.92,1.72,2027-05-15,0.2,1.75,0.2,0.03,2.09,27
DE000BU3Z047,0.0,0.0,0.0,98.33,2.37,2.69,8.23,2035-02-15,2.5,9.51,0.2,0.03,0.26,27
AT0000A2Y8G4,0.0,0.0,0.0,73.05,3.35,3.63,17.76,2049-05-23,1.85,23.79,0.2,0.03,0.52,27
DE000BU22064,0.0,0.0,0.0,100.94375,1.58,1.91,1.04,2026-09-17,2.7,1.09,0.19,0.02,3.2,26
ES00000124C5,0.0,0.0,0.0,108.94,1.67,2.28,2.88,2028-10-31,5.15,3.22,0.19,0.03,4.51,26
DE000A2TSTU4,0.0,0.0,0.0,97.76,2.25,2.25,1.1,2026-09-30,,1.13,0.19,0.05,0.54,26
XS1107247725,2.0,8000.0,10000.0,76.31333,3.27,3.54,15.63,2045-09-15,1.75,20.1,0.19,0.04,0.82,26
FI4000369467,0.0,0.0,0.0,92.79765,2.32,2.39,3.95,2029-09-15,0.5,4.09,0.19,0.08,0.32,26
FI4000550249,0.0,0.0,0.0,100.55,2.55,2.92,6.91,2033-09-15,3.0,8.09,0.19,0.03,0.5,26
BE0000343526,1.0,10000.0,10000.0,67.67,3.78,4.15,19.87,2057-06-22,2.25,31.88,0.19,0.05,0.46,26
FI4000571104,0.0,0.0,0.0,100.4,2.64,3.02,7.65,2034-09-15,3.0,9.09,0.19,0.01,0.63,26
DE000BU35025,0.0,0.0,0.0,100.14,1.83,2.14,3.47,2029-04-12,2.1,3.66,0.19,0.04,3.31,26
GR0138009759,4.0,60.0,6240.0,101.785,3.57,4.1,8.82,2037-02-24,4.3,11.54,0.19,0.01,0.58,26
BE0000340498,0.0,0.0,0.0,60.95111,3.78,4.16,22.36,2066-06-22,2.15,40.88,0.18,0.05,0.58,25
BE0000320292,1.0,60000.0,60000.0,107.32,3.18,3.69,11.28,2041-03-28,4.25,15.63,0.18,0.05,0.43,25
EU000A1G0DH5,0.0,0.0,0.0,99.43,1.54,1.6,0.79,2026-05-31,0.4,0.79,0.18,0.01,1.04,25
DE0001135085,0.0,0.0,0.0,107.64,1.47,2.03,2.71,2028-07-04,4.75,2.89,0.18,0.0,0.9,25
FI4000586284,0.0,0.0,0.0,95.4,3.17,3.59,14.09,2045-04-15,3.2,19.68,0.18,0.01,0.26,25
EU000A2SCAH1,0.0,0.0,0.0,102.1718,1.89,2.27,3.1,2028-12-15,3.0,3.34,0.18,0.0,1.41,25
ES00000123C7,1.0,2000.0,2000.0,103.51403,1.34,2.06,0.94,2026-07-30,5.9,0.96,0.18,0.01,1.3,25
BE0000362716,0.0,0.0,0.0,101.22,2.1,2.44,3.84,2029-10-22,2.7,4.19,0.17,0.0,0.62,25
XS3063879442,1.0,2000.0,2000.0,101.6975,3.46,3.98,9.69,2038-05-07,4.125,12.74,0.17,0.03,0.4,25
XS1612977717,0.0,0.0,0.0,89.47,2.61,2.76,7.14,2033-04-13,1.125,7.67,0.17,0.0,0.48,25
EU000A1G0EP6,0.0,0.0,0.0,90.5175,2.35,2.37,4.48,2030-03-18,0.125,4.59,0.17,0.0,0.98,25
XS2579483319,0.0,0.0,0.0,108.8,2.58,3.13,6.21,2033-01-27,4.5,7.46,0.17,0.05,0.3,25
XS2114121192,0.0,0.0,0.0,,,,,,,,0.16,0.03,0.46,24
XS2484093393,0.0,0.0,0.0,92.69,2.49,2.69,6.35,2032-06-15,1.5,6.84,0.16,0.08,0.26,24
BE0000326356,0.0,0.0,0.0,107.23343,2.33,2.81,5.74,2032-03-28,4.0,6.62,0.16,0.01,1.31,24
EU000A2SCAM1,0.0,0.0,0.0,101.17,2.04,2.38,3.69,2029-07-16,2.625,3.92,0.16,0.02,0.31,24
EU000A3KM903,0.0,0.0,0.0,72.27,3.14,3.18,10.35,2036-06-04,0.2,10.81,0.16,0.0,3.7,24
GR0133007204,2.0,2460.0,4920.0,103.73237,2.57,3.09,3.2,2029-02-24,4.3,3.53,0.16,0.01,0.73,24
NL0015000RP1,0.0,0.0,0.0,86.73,2.55,2.63,6.64,2032-07-15,0.5,6.92,0.16,0.03,0.4,24
IT0005585853,0.0,0.0,0.0,99.94,2.89,3.66,11.17,2037-03-11,4.6,11.58,0.16,0.07,0.9,24
GR0133011248,0.0,0.0,0.0,104.6,2.95,3.53,8.97,2037-01-30,4.0,11.47,0.16,0.04,3.28,24
FR001400JI88,1.0,2000.0,2000.0,94.5,2.84,3.26,6.34,2034-07-25,0.6,8.95,0.16,0.02,0.3,24
GR0128014710,2.0,200.0,1700.0,102.805,1.88,2.41,1.46,2027-02-24,4.3,1.53,0.16,0.06,0.31,24
EU000A3K4EG9,0.0,0.0,0.0,101.64,2.68,3.07,9.66,2037-05-15,3.125,11.76,0.16,0.05,0.33,24
FI4000507231,0.0,0.0,0.0,86.23,2.66,2.68,5.9,2031-09-15,0.125,6.09,0.15,0.02,0.21,23
FI4000577952,1.0,35000.0,35000.0,100.16,2.16,2.48,4.33,2030-04-15,2.5,4.67,0.15,0.04,0.46,23
XS1346201616,0.0,0.0,0.0,99.81913,1.81,2.0,0.43,2026-01-19,1.5,0.43,0.15,0.01,0.56,23
XS1361554584,0.0,0.0,0.0,83.55435,2.89,3.06,9.98,2036-09-15,1.125,11.1,0.15,0.0,0.69,23
DE000A254PP9,2.0,3000.0,5000.0,96.74537,2.08,2.08,1.59,2027-03-31,,1.63,0.15,0.04,0.31,23
XS2586944659,3.0,26000.0,33000.0,104.98,2.7,3.17,6.36,2033-02-14,3.875,7.51,0.15,0.06,0.47,23
NL0015000B11,0.0,0.0,0.0,68.46,3.12,3.14,12.05,2038-01-15,,12.43,0.15,0.05,0.33,23
IT0006598830,0.0,0.0,0.0,102.27,0.33,0.34,0.32,2025-12-09,0.03,0.32,0.15,0.01,0.57,23
FR0013327491,4.0,20000.0,45000.0,86.59354,3.07,3.44,7.9,2036-07-25,0.1,10.95,0.15,0.08,0.34,23
GR0138012787,1.0,240.0,240.0,100.05079,3.75,4.29,10.45,2040-02-24,4.3,14.54,0.14,0.0,0.45,22
GR0138013793,6.0,2000.0,22240.0,100.255,3.74,4.27,10.97,2041-02-24,4.3,15.54,0.14,0.04,0.41,22
XS1180130939,0.0,0.0,0.0,99.02,1.56,1.94,1.43,2027-02-03,1.375,1.47,0.14,0.04,0.55,22
FR0013519253,0.0,0.0,0.0,99.6697,-1.43,1.84,0.41,2026-03-01,0.1,0.55,0.14,0.0,0.69,22
DE000BU25034,0.0,0.0,0.0,101.26542,1.9,2.21,3.82,2029-10-11,2.5,4.16,0.14,0.0,1.43,22
FI4000415153,1.0,20000.0,20000.0,72.6725,3.2,3.22,10.26,2036-04-15,0.125,10.68,0.14,0.03,0.49,22
BE0000291972,0.0,0.0,0.0,109.16874,1.52,2.17,2.42,2028-03-28,5.5,2.62,0.14,0.01,0.34,22
XS2024715794,0.0,0.0,0.0,97.19,2.04,2.19,1.84,2027-07-05,0.5,1.89,0.14,0.04,0.35,22
EU000A3K4DG1,0.0,0.0,0.0,69.51978,3.47,3.68,14.7,2043-02-04,1.25,17.49,0.14,0.03,1.3,22
IE00BMQ5JL65,3.0,2229.0,5458.0,85.14,2.63,2.63,6.03,2031-10-18,,6.18,0.13,0.02,0.22,21
IT0004848690,1.0,9000.0,9000.0,58.64151,3.52,3.91,13.45,2039-08-01,,13.97,0.13,0.02,0.19,21
XS2536817211,0.0,0.0,0.0,105.73,2.06,2.58,3.65,2029-09-23,4.125,4.11,0.13,0.01,0.48,21
EU000A1GY6W8,0.0,0.0,0.0,101.98,3.16,3.62,12.12,2042-04-04,3.75,16.65,0.13,0.01,0.26,21
GR0138011771,5.0,1.0,5740.0,100.505,3.71,4.25,9.93,2039-02-24,4.3,13.54,0.13,0.03,0.36,21
EU000A4D8KD2,1.0,1000.0,1000.0,102.4625,2.74,3.16,8.52,2035-12-12,3.375,10.33,0.13,0.01,0.87,21
XS1958534528,0.0,0.0,0.0,95.09,2.36,2.5,3.42,2029-03-07,1.0,3.56,0.13,0.03,0.6,21
NL0009446418,2.0,1000.0,5000.0,106.38,2.8,3.25,12.05,2042-01-15,3.75,16.43,0.13,0.0,0.54,21
PTOTEUOE0019,0.0,0.0,0.0,103.58,1.44,1.95,1.6,2027-04-14,4.125,1.67,0.13,0.01,0.6,21
XS1288467605,1.0,4000.0,4000.0,99.83,,,,2025-09-09,1.5,0.07,0.13,0.01,0.47,21
XS0224713254,0.0,0.0,0.0,,,,,,,,0.13,0.02,0.24,21
XS2049616621,0.0,0.0,0.0,92.85,1.94,1.98,3.97,2029-09-05,0.125,4.06,0.12,0.01,0.4,20
BE0000304130,0.0,0.0,0.0,115.16,2.59,3.16,7.64,2035-03-28,5.0,9.62,0.12,0.01,0.54,20
EU000A4ED0K0,0.0,0.0,0.0,99.865,2.47,2.82,6.54,2032-12-13,2.75,7.34,0.12,0.05,0.2,20
FI4000148630,0.0,0.0,0.0,90.53,2.51,2.61,5.41,2031-04-15,0.75,5.67,0.12,0.05,0.2,20
XS1960361720,1.0,20000.0,20000.0,67.59167,3.9,4.22,16.87,2049-03-08,2.0,23.58,0.12,0.02,0.46,20
XS1999841445,0.0,0.0,0.0,96.59844,2.02,2.03,1.69,2027-05-05,0.01,1.72,0.12,0.0,0.3,20
EU000A3LNF05,1.0,5000.0,5000.0,103.08234,2.16,2.55,4.76,2030-12-04,3.125,5.31,0.12,0.0,0.6,20
FR0014008181,0.0,0.0,0.0,61.56,3.68,3.85,19.82,2053-07-25,0.1,27.96,0.12,0.03,0.44,20
GR0138006722,0.0,0.0,0.0,104.46094,3.13,3.65,6.97,2034-02-24,4.3,8.54,0.12,0.02,0.33,20
IE00BV8C9B83,1.0,32054.0,32054.0,85.8,2.96,3.19,10.28,2037-05-15,1.7,11.76,0.12,0.0,0.44,20
ES0000011868,0.0,0.0,0.0,112.34,1.59,2.3,3.09,2029-01-31,6.0,3.47,0.12,0.03,0.36,20
XS2726911931,0.0,0.0,0.0,104.325,2.33,2.78,4.68,2030-11-29,3.625,5.3,0.12,0.0,3.48,20
EU000A1G0AJ7,0.0,0.0,0.0,107.36,2.23,2.7,5.77,2032-03-30,3.875,6.63,0.11,0.0,1.13,18
GR0133010232,0.0,0.0,0.0,105.31278,2.82,3.33,5.57,2032-02-24,4.3,6.53,0.11,0.01,0.25,18
IE00BH3SQ895,3.0,9000.0,215000.0,95.70929,2.16,2.3,3.6,2029-05-15,1.1,3.75,0.11,0.05,0.28,18
GR0138005716,1.0,64.0,64.0,104.91062,2.97,3.49,6.29,2033-02-24,4.3,7.54,0.11,0.02,0.35,18
GR0128013704,6.0,1370.0,22630.0,103.0,0.53,1.05,0.53,2026-02-24,4.3,0.53,0.11,0.02,0.29,18
GR0133008210,0.0,0.0,0.0,103.55096,2.56,3.08,4.03,2030-02-24,4.3,4.53,0.11,0.0,0.46,18
IT0005550204,2.0,9000.0,39000.0,57.41,3.6,4.0,13.6,2039-10-01,,14.14,0.11,0.03,0.47,18
XS1114159277,0.0,0.0,0.0,99.9,1.61,2.2,1.1,2026-10-08,2.25,1.15,0.11,0.0,0.27,18
XS1584894650,0.0,0.0,0.0,98.5,1.82,2.0,2.11,2027-10-22,1.375,2.19,0.11,0.0,0.68,18
XS2290963466,0.0,0.0,0.0,45.83,3.49,3.5,24.33,2051-01-27,0.05,25.47,0.11,0.0,0.85,18
XS2234571425,0.0,0.0,0.0,88.74375,2.63,2.68,4.92,2030-09-23,0.375,5.11,0.11,0.0,0.21,18
FI4000527551,0.0,0.0,0.0,99.22,1.81,1.98,1.62,2027-04-15,1.375,1.67,0.11,0.01,0.92,18
EU000A1G0DB8,0.0,0.0,0.0,84.47,3.22,3.55,14.6,2044-07-29,2.35,18.97,0.11,0.0,0.9,18
